name,fullName,parkCode,parkID,designation,description,latitude,longitude,city,stateCode,postalCode,exceptionType,startDate,endDate
Christiansted,Christiansted National Historic Site,chri,A6290572-1871-4285-90F5-7C313FE2583E,National Historic Site,"Christiansted National Historic Site was established in 1952 as the first unit of the National Park Service in the Virgin Islands of the United States. Covering over seven acres the park tells the stories about Danish economy and ways of life, and the interactions of people in Europe, Africa, West Indies, and North America during the Danish era of occupation of the Virgin Islands (1734-1917).",17.7468,-64.7022,Christiansted,VI,00820,Christmas Holiday Closed,2025-12-25,2025-12-25
City Of Rocks,City Of Rocks National Reserve,ciro,FC72FEF5-362F-4C9B-B6A1-88FA559D84CE,National Reserve,"Described by California Trail emigrants as “a city of tall spires,” “steeple rocks,” and “the silent city,” this awe-inspiring landscape continues to captivate. Today, it beckons rock climbers, hikers, campers, hunters, and adventurers with its dramatic scenery, fascinating geology, and echoes of the Old West. The Silent City is ready for you to explore.",42.0699024,-113.7124097,Almo,ID,83312,Visitor Center Fall/Winter Hours,2025-10-31,2026-04-15
Clara Barton,Clara Barton National Historic Site,clba,80B93073-3A9D-4BD8-A8F5-5CB84CD35FE1,National Historic Site,"Clara Barton dedicated her life and energies to help others in times of need - both home and abroad, in peacetime as well as during military emergencies. Glen Echo was her home the last 15 years of her life, and the structure illustrates her dedication and concern for those less fortunate than herself.",38.96762882,-77.14009689,Glen Echo,MD,20812,Christmas Day,2025-12-25,2025-12-25
Clara Barton,Clara Barton National Historic Site,clba,80B93073-3A9D-4BD8-A8F5-5CB84CD35FE1,National Historic Site,"Clara Barton dedicated her life and energies to help others in times of need - both home and abroad, in peacetime as well as during military emergencies. Glen Echo was her home the last 15 years of her life, and the structure illustrates her dedication and concern for those less fortunate than herself.",38.96762882,-77.14009689,Glen Echo,MD,20812,New Year's Day,2026-01-01,2026-01-01
Colonial,Colonial National Historical Park,colo,1FC8F995-C4F2-4553-BDE4-BB43AAB12ED6,National Historical Park,"On May 13, 1607, Jamestown was established as the first permanent English settlement in North America. Three cultures came together – European, Virginia Indian and African–to create a new society that would eventually seek independence from Great Britain. On October 19, 1781, American and French troops defeated the British at Yorktown in the last major battle of the American Revolutionary War.",37.22824435,-76.61998123,Yorktown,VA,23690,Thanksgiving Day,2025-11-27,2025-11-27
Colonial,Colonial National Historical Park,colo,1FC8F995-C4F2-4553-BDE4-BB43AAB12ED6,National Historical Park,"On May 13, 1607, Jamestown was established as the first permanent English settlement in North America. Three cultures came together – European, Virginia Indian and African–to create a new society that would eventually seek independence from Great Britain. On October 19, 1781, American and French troops defeated the British at Yorktown in the last major battle of the American Revolutionary War.",37.22824435,-76.61998123,Yorktown,VA,23690,Christmas Day,2025-12-25,2025-12-25
Colonial,Colonial National Historical Park,colo,1FC8F995-C4F2-4553-BDE4-BB43AAB12ED6,National Historical Park,"On May 13, 1607, Jamestown was established as the first permanent English settlement in North America. Three cultures came together – European, Virginia Indian and African–to create a new society that would eventually seek independence from Great Britain. On October 19, 1781, American and French troops defeated the British at Yorktown in the last major battle of the American Revolutionary War.",37.22824435,-76.61998123,Yorktown,VA,23690,New Years Day,2026-01-01,2026-01-01
Crater Lake,Crater Lake National Park,crla,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,National Park,"Crater Lake inspires awe. Native Americans witnessed its formation 7,700 years ago, when a violent eruption triggered the collapse of a tall peak. Scientists marvel at its purity—fed by rain and snow, it’s the deepest lake in the USA and one of the most pristine on Earth. Artists, photographers, and sightseers gaze in wonder at its blue water and stunning setting atop the Cascade Mountain Range.",42.94065854,-122.1338414,Crater Lake,OR,97604,Christmas (Closed),2025-12-25,2025-12-25
Cumberland Gap,Cumberland Gap National Historical Park,cuga,F341E5A4-959B-4D87-B886-23A884633D33,National Historical Park,"Cumberland Gap was the first great gateway to the west. Come follow the path of bison, Native Americans, longhunters, and pioneers. Walk where 300,000 people crossed the Appalachians to settle America. Explore 85 miles of trails and 14,000 acres of wilderness. Stand in 3 states at once. Explore a cave, see Hensley Settlement, or camp under the stars. Come find your connection to Cumberland Gap.",36.62503076,-83.6114083,Middlesboro,KY,40965,Thanksgiving,2025-11-27,2025-11-27
Cumberland Gap,Cumberland Gap National Historical Park,cuga,F341E5A4-959B-4D87-B886-23A884633D33,National Historical Park,"Cumberland Gap was the first great gateway to the west. Come follow the path of bison, Native Americans, longhunters, and pioneers. Walk where 300,000 people crossed the Appalachians to settle America. Explore 85 miles of trails and 14,000 acres of wilderness. Stand in 3 states at once. Explore a cave, see Hensley Settlement, or camp under the stars. Come find your connection to Cumberland Gap.",36.62503076,-83.6114083,Middlesboro,KY,40965,Christmas,2025-12-25,2025-12-25
Cumberland Gap,Cumberland Gap National Historical Park,cuga,F341E5A4-959B-4D87-B886-23A884633D33,National Historical Park,"Cumberland Gap was the first great gateway to the west. Come follow the path of bison, Native Americans, longhunters, and pioneers. Walk where 300,000 people crossed the Appalachians to settle America. Explore 85 miles of trails and 14,000 acres of wilderness. Stand in 3 states at once. Explore a cave, see Hensley Settlement, or camp under the stars. Come find your connection to Cumberland Gap.",36.62503076,-83.6114083,Middlesboro,KY,40965,New Year's Day,2026-01-01,2026-01-01
César E. Chávez,César E. Chávez National Monument,cech,D1EAA1D1-E855-42FF-9D06-8E983413BDE5,National Monument,"Yes, we can! Widely recognized as the most important Latino leader in the United States during the twentieth century, Cesar Chavez led farm workers and supporters in the establishment of the country's first permanent agricultural union. His leadership brought sustained international attention to the plight of U.S. farm workers, and secured for them higher wages and safer working conditions.",35.22729389,-118.5615781,Keene,CA,93531,Thanksgiving Day,2025-11-27,2025-11-27
César E. Chávez,César E. Chávez National Monument,cech,D1EAA1D1-E855-42FF-9D06-8E983413BDE5,National Monument,"Yes, we can! Widely recognized as the most important Latino leader in the United States during the twentieth century, Cesar Chavez led farm workers and supporters in the establishment of the country's first permanent agricultural union. His leadership brought sustained international attention to the plight of U.S. farm workers, and secured for them higher wages and safer working conditions.",35.22729389,-118.5615781,Keene,CA,93531,Christmas Eve and Day,2025-12-24,2025-12-25
César E. Chávez,César E. Chávez National Monument,cech,D1EAA1D1-E855-42FF-9D06-8E983413BDE5,National Monument,"Yes, we can! Widely recognized as the most important Latino leader in the United States during the twentieth century, Cesar Chavez led farm workers and supporters in the establishment of the country's first permanent agricultural union. His leadership brought sustained international attention to the plight of U.S. farm workers, and secured for them higher wages and safer working conditions.",35.22729389,-118.5615781,Keene,CA,93531,New Year's Eve and Day,2025-12-31,2026-01-01
César E. Chávez,César E. Chávez National Monument,cech,D1EAA1D1-E855-42FF-9D06-8E983413BDE5,National Monument,"Yes, we can! Widely recognized as the most important Latino leader in the United States during the twentieth century, Cesar Chavez led farm workers and supporters in the establishment of the country's first permanent agricultural union. His leadership brought sustained international attention to the plight of U.S. farm workers, and secured for them higher wages and safer working conditions.",35.22729389,-118.5615781,Keene,CA,93531,Memorial Day Closure,2026-05-25,2026-05-25
Dayton Aviation Heritage,Dayton Aviation Heritage National Historical Park,daav,C62B89CF-F912-46F4-878C-8EEBD843CEC6,National Historical Park,"Dayton Aviation Heritage National Historical Park was established to honor the lives and achievements of poet and author Paul Laurence Dunbar and aviation pioneers Wilbur and Orville Wright. Through perseverance and dedication Orville, Wilbur and Paul were able to overcome obstacles in their lives and leave their respective marks on history. Start your visit at one of our locations today.",39.78944467,-84.10442045,Dayton,OH,45402,Thanksgiving Day,2025-11-27,2025-11-27
Dayton Aviation Heritage,Dayton Aviation Heritage National Historical Park,daav,C62B89CF-F912-46F4-878C-8EEBD843CEC6,National Historical Park,"Dayton Aviation Heritage National Historical Park was established to honor the lives and achievements of poet and author Paul Laurence Dunbar and aviation pioneers Wilbur and Orville Wright. Through perseverance and dedication Orville, Wilbur and Paul were able to overcome obstacles in their lives and leave their respective marks on history. Start your visit at one of our locations today.",39.78944467,-84.10442045,Dayton,OH,45402,Christmas Day,2025-12-25,2025-12-25
Dayton Aviation Heritage,Dayton Aviation Heritage National Historical Park,daav,C62B89CF-F912-46F4-878C-8EEBD843CEC6,National Historical Park,"Dayton Aviation Heritage National Historical Park was established to honor the lives and achievements of poet and author Paul Laurence Dunbar and aviation pioneers Wilbur and Orville Wright. Through perseverance and dedication Orville, Wilbur and Paul were able to overcome obstacles in their lives and leave their respective marks on history. Start your visit at one of our locations today.",39.78944467,-84.10442045,Dayton,OH,45402,New Year's Day,2026-01-01,2026-01-01
De Soto,De Soto National Memorial,deso,C40BEE20-AF31-4DB5-AC77-D53EC89D1D9F,National Memorial,"In May 1539, Conquistador Hernando de Soto’s army of soldiers, hired mercenaries, craftsmen, and clergy made landfall in Tampa Bay. They were met with fierce resistance of indigenous people protecting their homelands. De Soto’s quest for glory and gold would be a four year, four thousand mile odyssey of intrigue, warfare, disease, and discovery that would form the history of the United States.",27.52272613,-82.64335416,Bradenton,FL,34209,Thanksgiving Day Park Closed,2025-11-27,2025-11-27
De Soto,De Soto National Memorial,deso,C40BEE20-AF31-4DB5-AC77-D53EC89D1D9F,National Memorial,"In May 1539, Conquistador Hernando de Soto’s army of soldiers, hired mercenaries, craftsmen, and clergy made landfall in Tampa Bay. They were met with fierce resistance of indigenous people protecting their homelands. De Soto’s quest for glory and gold would be a four year, four thousand mile odyssey of intrigue, warfare, disease, and discovery that would form the history of the United States.",27.52272613,-82.64335416,Bradenton,FL,34209,Christmas Day Park Closed,2025-12-25,2025-12-25
De Soto,De Soto National Memorial,deso,C40BEE20-AF31-4DB5-AC77-D53EC89D1D9F,National Memorial,"In May 1539, Conquistador Hernando de Soto’s army of soldiers, hired mercenaries, craftsmen, and clergy made landfall in Tampa Bay. They were met with fierce resistance of indigenous people protecting their homelands. De Soto’s quest for glory and gold would be a four year, four thousand mile odyssey of intrigue, warfare, disease, and discovery that would form the history of the United States.",27.52272613,-82.64335416,Bradenton,FL,34209,New Years Day Park Closed,2026-01-01,2026-01-01
Devils Postpile,Devils Postpile National Monument,depo,2DC9444C-880F-4738-BA1F-6FB123935A02,National Monument,"Established in 1911 by presidential proclamation, Devils Postpile National Monument protects and preserves the Devils Postpile formation, the 101-foot high Rainbow Falls, and pristine mountain scenery. The formation is a rare sight in the geologic world and ranks as one of the world's finest examples of columnar basalt. Its' columns tower up to 60 feet and display a striking symmetry.",37.6152564,-119.0873903,Mammoth Lakes,CA,93546,Roadwork,2026-09-14,2026-10-31
Devils Postpile,Devils Postpile National Monument,depo,2DC9444C-880F-4738-BA1F-6FB123935A02,National Monument,"Established in 1911 by presidential proclamation, Devils Postpile National Monument protects and preserves the Devils Postpile formation, the 101-foot high Rainbow Falls, and pristine mountain scenery. The formation is a rare sight in the geologic world and ranks as one of the world's finest examples of columnar basalt. Its' columns tower up to 60 feet and display a striking symmetry.",37.6152564,-119.0873903,Mammoth Lakes,CA,93546,October No Overnight Parking,2026-10-16,2026-10-31
Edgar Allan Poe,Edgar Allan Poe National Historic Site,edal,7D06F9D0-1D89-48B5-AFC6-E096C3288C1E,National Historic Site,"Described as horrifying, mystifying, and brilliant, Poe’s writing has engaged readers all over the world. The six years Edgar Allan Poe lived in Philadelphia were his happiest and most productive. Yet Poe also struggled with bad luck, personal demons and his wife’s illness. In Poe’s humble home, reflect on the human spirit surmounting crushing obstacles, and celebrate Poe’s astonishing creativity.",39.96195482,-75.1500062,Philadelphia,PA,19123,Christmas Day,2025-12-25,2025-12-25
El Morro,El Morro National Monument,elmo,F894BEB4-0058-4FB9-9E5B-68DB9A5BD198,National Monument,"Imagine the refreshment of finding water after days of dusty travel. A reliable waterhole hidden at the base of a sandstone bluff made El Morro (the headland) a popular campsite for hundreds of years. Here, ancestral Puebloans, Spanish, and American travelers carved over 2,000 signatures, dates, messages, and petroglyphs. Make El Morro National Monument a stopping point on your travels.",35.03895916,-108.3463984,Ramah,NM,87321,Winter Hours,2025-10-19,2026-05-23
El Morro,El Morro National Monument,elmo,F894BEB4-0058-4FB9-9E5B-68DB9A5BD198,National Monument,"Imagine the refreshment of finding water after days of dusty travel. A reliable waterhole hidden at the base of a sandstone bluff made El Morro (the headland) a popular campsite for hundreds of years. Here, ancestral Puebloans, Spanish, and American travelers carved over 2,000 signatures, dates, messages, and petroglyphs. Make El Morro National Monument a stopping point on your travels.",35.03895916,-108.3463984,Ramah,NM,87321,Closed Thanksgiving,2025-11-27,2025-11-27
El Morro,El Morro National Monument,elmo,F894BEB4-0058-4FB9-9E5B-68DB9A5BD198,National Monument,"Imagine the refreshment of finding water after days of dusty travel. A reliable waterhole hidden at the base of a sandstone bluff made El Morro (the headland) a popular campsite for hundreds of years. Here, ancestral Puebloans, Spanish, and American travelers carved over 2,000 signatures, dates, messages, and petroglyphs. Make El Morro National Monument a stopping point on your travels.",35.03895916,-108.3463984,Ramah,NM,87321,Closed Christmas,2025-12-25,2025-12-25
El Morro,El Morro National Monument,elmo,F894BEB4-0058-4FB9-9E5B-68DB9A5BD198,National Monument,"Imagine the refreshment of finding water after days of dusty travel. A reliable waterhole hidden at the base of a sandstone bluff made El Morro (the headland) a popular campsite for hundreds of years. Here, ancestral Puebloans, Spanish, and American travelers carved over 2,000 signatures, dates, messages, and petroglyphs. Make El Morro National Monument a stopping point on your travels.",35.03895916,-108.3463984,Ramah,NM,87321,Closed New Years Day,2026-01-01,2026-01-01
Eleanor Roosevelt,Eleanor Roosevelt National Historic Site,elro,04CB5DB1-522B-4C2C-BB3F-C36361E391E7,National Historic Site,"Visit the home of Eleanor Roosevelt. Here, Franklin and Eleanor entertained friends, the press, activists, and official state visitors in the relaxed atmosphere of Val-Kill. Explore the Roosevelt saga in the homes of Franklin and Eleanor Roosevelt, the exhibits at the nation’s first Presidential Library, and over a thousand acres of gardens and trails.",41.76208482,-73.89894026,Hyde Park,NY,12538,Summer 2025,2026-05-25,2026-11-01
Eleanor Roosevelt,Eleanor Roosevelt National Historic Site,elro,04CB5DB1-522B-4C2C-BB3F-C36361E391E7,National Historic Site,"Visit the home of Eleanor Roosevelt. Here, Franklin and Eleanor entertained friends, the press, activists, and official state visitors in the relaxed atmosphere of Val-Kill. Explore the Roosevelt saga in the homes of Franklin and Eleanor Roosevelt, the exhibits at the nation’s first Presidential Library, and over a thousand acres of gardens and trails.",41.76208482,-73.89894026,Hyde Park,NY,12538,Holiday Closure,2026-01-01,2026-01-01
Ellis Island,Ellis Island Part of Statue of Liberty National Monument,elis,73A512A3-807A-457C-8A3B-5862C9C28BBD,Part of Statue of Liberty National Monument,"Millions of Americans and people around the world have ancestors who came through Ellis Island. The Main Immigration Building was the epicenter of one of the greatest migrations in modern history. Today, Ellis Island is a memorial to all who pursued the American dream and have made this nation their adopted home.",40.69946,-74.0401,New York,NY,10004,Thanksgiving Day,2025-11-27,2025-11-27
Ellis Island,Ellis Island Part of Statue of Liberty National Monument,elis,73A512A3-807A-457C-8A3B-5862C9C28BBD,Part of Statue of Liberty National Monument,"Millions of Americans and people around the world have ancestors who came through Ellis Island. The Main Immigration Building was the epicenter of one of the greatest migrations in modern history. Today, Ellis Island is a memorial to all who pursued the American dream and have made this nation their adopted home.",40.69946,-74.0401,New York,NY,10004,Christmas Day,2025-12-25,2025-12-25
Eugene O'Neill,Eugene O'Neill National Historic Site,euon,353241CC-4C4A-4F9E-A928-EFDCE2C6E29A,National Historic Site,"America's only Nobel Prize-winning playwright, Eugene O'Neill, chose Northern California as his sanctuary at the pinnacle of his writing career. Secluded from the outside world within the serene walls of his Tao House, O'Neill crafted his final and most memorable masterpieces: The Iceman Cometh, Long Day's Journey Into Night, and A Moon for the Misbegotten.",37.82604456,-122.0271566,Danville,CA,94526,Thanksgiving,2025-11-27,2025-11-27
Eugene O'Neill,Eugene O'Neill National Historic Site,euon,353241CC-4C4A-4F9E-A928-EFDCE2C6E29A,National Historic Site,"America's only Nobel Prize-winning playwright, Eugene O'Neill, chose Northern California as his sanctuary at the pinnacle of his writing career. Secluded from the outside world within the serene walls of his Tao House, O'Neill crafted his final and most memorable masterpieces: The Iceman Cometh, Long Day's Journey Into Night, and A Moon for the Misbegotten.",37.82604456,-122.0271566,Danville,CA,94526,Christmas Day,2025-12-25,2025-12-25
Eugene O'Neill,Eugene O'Neill National Historic Site,euon,353241CC-4C4A-4F9E-A928-EFDCE2C6E29A,National Historic Site,"America's only Nobel Prize-winning playwright, Eugene O'Neill, chose Northern California as his sanctuary at the pinnacle of his writing career. Secluded from the outside world within the serene walls of his Tao House, O'Neill crafted his final and most memorable masterpieces: The Iceman Cometh, Long Day's Journey Into Night, and A Moon for the Misbegotten.",37.82604456,-122.0271566,Danville,CA,94526,New Year's Day,2026-01-01,2026-01-01
Federal Hall,Federal Hall National Memorial,feha,2337D255-2D32-4997-957A-D461EEA03AF8,National Memorial,"Here on Federal Hall, George Washington took the oath of office as our first President, and this site was home to the first Congress, Supreme Court, and Executive Branch offices. The current structure, a Customs House, later served as part of the US Sub-Treasury. Now, the building serves as a museum and memorial to our first President and the beginnings of the United States of America.",40.70731192,-74.01025636,New York,NY,10005,Columbus Day,2026-10-13,2026-10-13
Federal Hall,Federal Hall National Memorial,feha,2337D255-2D32-4997-957A-D461EEA03AF8,National Memorial,"Here on Federal Hall, George Washington took the oath of office as our first President, and this site was home to the first Congress, Supreme Court, and Executive Branch offices. The current structure, a Customs House, later served as part of the US Sub-Treasury. Now, the building serves as a museum and memorial to our first President and the beginnings of the United States of America.",40.70731192,-74.01025636,New York,NY,10005,Veterans Day,2025-11-11,2025-11-11
Federal Hall,Federal Hall National Memorial,feha,2337D255-2D32-4997-957A-D461EEA03AF8,National Memorial,"Here on Federal Hall, George Washington took the oath of office as our first President, and this site was home to the first Congress, Supreme Court, and Executive Branch offices. The current structure, a Customs House, later served as part of the US Sub-Treasury. Now, the building serves as a museum and memorial to our first President and the beginnings of the United States of America.",40.70731192,-74.01025636,New York,NY,10005,Thanksgiving,2025-11-27,2025-11-27
Federal Hall,Federal Hall National Memorial,feha,2337D255-2D32-4997-957A-D461EEA03AF8,National Memorial,"Here on Federal Hall, George Washington took the oath of office as our first President, and this site was home to the first Congress, Supreme Court, and Executive Branch offices. The current structure, a Customs House, later served as part of the US Sub-Treasury. Now, the building serves as a museum and memorial to our first President and the beginnings of the United States of America.",40.70731192,-74.01025636,New York,NY,10005,Thanksgiving Day,2025-11-27,2025-11-27
Federal Hall,Federal Hall National Memorial,feha,2337D255-2D32-4997-957A-D461EEA03AF8,National Memorial,"Here on Federal Hall, George Washington took the oath of office as our first President, and this site was home to the first Congress, Supreme Court, and Executive Branch offices. The current structure, a Customs House, later served as part of the US Sub-Treasury. Now, the building serves as a museum and memorial to our first President and the beginnings of the United States of America.",40.70731192,-74.01025636,New York,NY,10005,Christmas Day,2025-12-25,2025-12-25
Federal Hall,Federal Hall National Memorial,feha,2337D255-2D32-4997-957A-D461EEA03AF8,National Memorial,"Here on Federal Hall, George Washington took the oath of office as our first President, and this site was home to the first Congress, Supreme Court, and Executive Branch offices. The current structure, a Customs House, later served as part of the US Sub-Treasury. Now, the building serves as a museum and memorial to our first President and the beginnings of the United States of America.",40.70731192,-74.01025636,New York,NY,10005,New Year's Day,2026-01-01,2026-01-01
Federal Hall,Federal Hall National Memorial,feha,2337D255-2D32-4997-957A-D461EEA03AF8,National Memorial,"Here on Federal Hall, George Washington took the oath of office as our first President, and this site was home to the first Congress, Supreme Court, and Executive Branch offices. The current structure, a Customs House, later served as part of the US Sub-Treasury. Now, the building serves as a museum and memorial to our first President and the beginnings of the United States of America.",40.70731192,-74.01025636,New York,NY,10005,Juneteenth,2026-06-19,2026-06-19
Federal Hall,Federal Hall National Memorial,feha,2337D255-2D32-4997-957A-D461EEA03AF8,National Memorial,"Here on Federal Hall, George Washington took the oath of office as our first President, and this site was home to the first Congress, Supreme Court, and Executive Branch offices. The current structure, a Customs House, later served as part of the US Sub-Treasury. Now, the building serves as a museum and memorial to our first President and the beginnings of the United States of America.",40.70731192,-74.01025636,New York,NY,10005,Independence Day,2026-07-04,2026-07-04
Federal Hall,Federal Hall National Memorial,feha,2337D255-2D32-4997-957A-D461EEA03AF8,National Memorial,"Here on Federal Hall, George Washington took the oath of office as our first President, and this site was home to the first Congress, Supreme Court, and Executive Branch offices. The current structure, a Customs House, later served as part of the US Sub-Treasury. Now, the building serves as a museum and memorial to our first President and the beginnings of the United States of America.",40.70731192,-74.01025636,New York,NY,10005,Labor Day,2026-09-07,2026-09-07
First Ladies,First Ladies National Historic Site,fila,35CB040E-765C-47D0-A594-05943E64EF3E,National Historic Site,"First Ladies National Historic Site consists of two properties in downtown Canton, Ohio - the home of First Lady Ida Saxton-McKinley and our Visitor Center. Come learn about how the position of First Lady has evolved over time to include a public role.",40.79689857,-81.37579869,Canton,OH,44702-2107,Winter Season Hours: November 1-April 30,2025-11-01,2026-04-30
First Ladies,First Ladies National Historic Site,fila,35CB040E-765C-47D0-A594-05943E64EF3E,National Historic Site,"First Ladies National Historic Site consists of two properties in downtown Canton, Ohio - the home of First Lady Ida Saxton-McKinley and our Visitor Center. Come learn about how the position of First Lady has evolved over time to include a public role.",40.79689857,-81.37579869,Canton,OH,44702-2107,Thanksgiving Day,2025-11-27,2025-11-27
First Ladies,First Ladies National Historic Site,fila,35CB040E-765C-47D0-A594-05943E64EF3E,National Historic Site,"First Ladies National Historic Site consists of two properties in downtown Canton, Ohio - the home of First Lady Ida Saxton-McKinley and our Visitor Center. Come learn about how the position of First Lady has evolved over time to include a public role.",40.79689857,-81.37579869,Canton,OH,44702-2107,Christmas Day,2025-12-25,2025-12-25
First Ladies,First Ladies National Historic Site,fila,35CB040E-765C-47D0-A594-05943E64EF3E,National Historic Site,"First Ladies National Historic Site consists of two properties in downtown Canton, Ohio - the home of First Lady Ida Saxton-McKinley and our Visitor Center. Come learn about how the position of First Lady has evolved over time to include a public role.",40.79689857,-81.37579869,Canton,OH,44702-2107,New Year's Day,2026-01-01,2026-01-01
First State,First State National Historical Park,frst,7861C177-A600-4B37-B217-E9E64DC04F34,National Historical Park,"Famous as the First State to ratify the Constitution, Delaware was born out of a conflict among three world powers for dominance of the Delaware Valley. From this beginning, the region developed a distinct character that tolerated diversity in religion and national origin and valued independence.",39.83076929,-75.56353942,New Castle,DE,19720,Closed Thanksgiving Day,2025-11-27,2025-11-27
First State,First State National Historical Park,frst,7861C177-A600-4B37-B217-E9E64DC04F34,National Historical Park,"Famous as the First State to ratify the Constitution, Delaware was born out of a conflict among three world powers for dominance of the Delaware Valley. From this beginning, the region developed a distinct character that tolerated diversity in religion and national origin and valued independence.",39.83076929,-75.56353942,New Castle,DE,19720,Closed December 24th,2025-12-24,2025-12-24
First State,First State National Historical Park,frst,7861C177-A600-4B37-B217-E9E64DC04F34,National Historical Park,"Famous as the First State to ratify the Constitution, Delaware was born out of a conflict among three world powers for dominance of the Delaware Valley. From this beginning, the region developed a distinct character that tolerated diversity in religion and national origin and valued independence.",39.83076929,-75.56353942,New Castle,DE,19720,Closed Christmas Day,2025-12-25,2025-12-25
First State,First State National Historical Park,frst,7861C177-A600-4B37-B217-E9E64DC04F34,National Historical Park,"Famous as the First State to ratify the Constitution, Delaware was born out of a conflict among three world powers for dominance of the Delaware Valley. From this beginning, the region developed a distinct character that tolerated diversity in religion and national origin and valued independence.",39.83076929,-75.56353942,New Castle,DE,19720,Closed Christmas Day,2025-12-25,2025-12-25
First State,First State National Historical Park,frst,7861C177-A600-4B37-B217-E9E64DC04F34,National Historical Park,"Famous as the First State to ratify the Constitution, Delaware was born out of a conflict among three world powers for dominance of the Delaware Valley. From this beginning, the region developed a distinct character that tolerated diversity in religion and national origin and valued independence.",39.83076929,-75.56353942,New Castle,DE,19720,Closed December 25th,2025-12-25,2025-12-25
First State,First State National Historical Park,frst,7861C177-A600-4B37-B217-E9E64DC04F34,National Historical Park,"Famous as the First State to ratify the Constitution, Delaware was born out of a conflict among three world powers for dominance of the Delaware Valley. From this beginning, the region developed a distinct character that tolerated diversity in religion and national origin and valued independence.",39.83076929,-75.56353942,New Castle,DE,19720,Closed New Year's Day,2026-01-01,2026-01-01
First State,First State National Historical Park,frst,7861C177-A600-4B37-B217-E9E64DC04F34,National Historical Park,"Famous as the First State to ratify the Constitution, Delaware was born out of a conflict among three world powers for dominance of the Delaware Valley. From this beginning, the region developed a distinct character that tolerated diversity in religion and national origin and valued independence.",39.83076929,-75.56353942,New Castle,DE,19720,Closed Martin Luther King Jr. Day,2026-01-19,2026-01-19
First State,First State National Historical Park,frst,7861C177-A600-4B37-B217-E9E64DC04F34,National Historical Park,"Famous as the First State to ratify the Constitution, Delaware was born out of a conflict among three world powers for dominance of the Delaware Valley. From this beginning, the region developed a distinct character that tolerated diversity in religion and national origin and valued independence.",39.83076929,-75.56353942,New Castle,DE,19720,Closed Independence Day,2026-07-04,2026-07-04
Florissant Fossil Beds,Florissant Fossil Beds National Monument,flfo,1F38885B-538E-499C-B5A6-30D76267AC7F,National Monument,"Beneath a grassy mountain valley in central Colorado lies one of the richest and most diverse fossil deposits in the world. Petrified redwood stumps up to 14 feet wide and thousands of detailed fossils of insects and plants reveal the story of a very different, prehistoric Colorado.",38.91260586,-105.2803396,Florissant,CO,80816,Thanksgiving Day,2025-11-27,2025-11-27
Florissant Fossil Beds,Florissant Fossil Beds National Monument,flfo,1F38885B-538E-499C-B5A6-30D76267AC7F,National Monument,"Beneath a grassy mountain valley in central Colorado lies one of the richest and most diverse fossil deposits in the world. Petrified redwood stumps up to 14 feet wide and thousands of detailed fossils of insects and plants reveal the story of a very different, prehistoric Colorado.",38.91260586,-105.2803396,Florissant,CO,80816,Christmas Day,2025-12-25,2025-12-25
Florissant Fossil Beds,Florissant Fossil Beds National Monument,flfo,1F38885B-538E-499C-B5A6-30D76267AC7F,National Monument,"Beneath a grassy mountain valley in central Colorado lies one of the richest and most diverse fossil deposits in the world. Petrified redwood stumps up to 14 feet wide and thousands of detailed fossils of insects and plants reveal the story of a very different, prehistoric Colorado.",38.91260586,-105.2803396,Florissant,CO,80816,New Year's Day,2026-01-01,2026-01-01
Florissant Fossil Beds,Florissant Fossil Beds National Monument,flfo,1F38885B-538E-499C-B5A6-30D76267AC7F,National Monument,"Beneath a grassy mountain valley in central Colorado lies one of the richest and most diverse fossil deposits in the world. Petrified redwood stumps up to 14 feet wide and thousands of detailed fossils of insects and plants reveal the story of a very different, prehistoric Colorado.",38.91260586,-105.2803396,Florissant,CO,80816,New Year's Day,2026-01-01,2026-01-01
Ford's Theatre,Ford's Theatre National Historic Site,foth,C1D82E29-1291-415B-9834-5A0480D2732C,National Historic Site,"April 14, 1865. President Lincoln is assassinated at Ford’s Theatre. Discover how a nation handled grief and loss, how everyday people experienced a national tragedy, and how we have remembered a fallen leader. Today, in partnership with Ford’s Theatre Society, live dramatic productions highlight Lincoln’s love of the theatre, and the power of stories to connect us to ourselves and our history.",38.89668819,-77.02577944,Washington,DC,20004,Thanksgiving,2025-11-27,2025-11-27
Ford's Theatre,Ford's Theatre National Historic Site,foth,C1D82E29-1291-415B-9834-5A0480D2732C,National Historic Site,"April 14, 1865. President Lincoln is assassinated at Ford’s Theatre. Discover how a nation handled grief and loss, how everyday people experienced a national tragedy, and how we have remembered a fallen leader. Today, in partnership with Ford’s Theatre Society, live dramatic productions highlight Lincoln’s love of the theatre, and the power of stories to connect us to ourselves and our history.",38.89668819,-77.02577944,Washington,DC,20004,Christmas,2025-12-25,2025-12-25
Fort Davis,Fort Davis National Historic Site,foda,DE70B987-01A4-4BA5-9662-030BE3329AB3,National Historic Site,"Fort Davis is one of the best surviving examples of an Indian Wars' frontier military post in the Southwest. From 1854 to 1891, Fort Davis was strategically located to protect emigrants, mail coaches, and freight wagons on the Trans-Pecos portion of the San Antonio-El Paso Road and on the Chihuahua Trail.",30.59930381,-103.8961904,Fort Davis,TX,79734,Closed Thanksgiving Day,2025-11-27,2025-11-27
